genre + tag,recommendation_phrase
로맨스 + 천문학,"천문학의 신비, 우주 속의 로맨스"
로맨스 + 야외,"야외 탐험의 모험, 자연 속의 사랑"
로맨스 + 동물 주연,"동물 주연의 이야기, 비인간의 시각"
로맨스 + 작품집,"작품집의 다양한 이야기, 창작의 다채로움"
로맨스 + 악녀,"악녀의 매력, 위험한 사랑"
로맨스 + 오피스 레이디,"오피스 레이디의 비밀, 직장의 음모"
로맨스 + 식당,"식당의 이야기, 맛과 사랑의 조화"
로맨스 + 전염병,"전염병의 그림자, 사랑의 회복"
로맨스 + 영화 제작,"영화 제작의 비밀, 사랑의 스크린"
로맨스 + 혼성 하렘,"혼성 하렘의 복잡함, 사랑의 경계"
로맨스 + 귀여운 남자아이들,"귀여운 남자아이들의 모험, 순수한 사랑"
로맨스 + 서큐버스,"서큐버스의 유혹, 매혹의 비밀"
로맨스 + 타임 루프,"타임 루프의 로맨스, 반복되는 사랑"
로맨스 + 정략 결혼,"정략 결혼의 음모, 사랑의 선택"
로맨스 + 폴리아모리,"폴리아모리의 진실, 관계의 복잡함"
로맨스 + 로토스코핑,"로토스코핑의 마법, 현실과 환상의 경계"
로맨스 + 사무실,"사무실의 음모, 감정의 교차"
로맨스 + 여관,"여관의 비밀, 하룻밤의 이야기"
로맨스 + 전체 3D,"전체 3D의 세계, 입체적 사랑의 표현"
로맨스 + 쇼기,"쇼기의 전략, 두뇌와 사랑의 대결"
로맨스 + 가짜 연애,"가짜 연애의 복잡함, 진실의 발견"
로맨스 + 모계사회,"모계사회의 사랑, 여신의 전쟁"
로맨스 + 수상 스포츠,"수상 스포츠의 스릴, 물속의 로맨스"
로맨스 + 배구,"배구의 팀워크, 사랑의 연결"
로맨스 + 노인 주인공,"노인 주인공의 지혜, 사랑의 재발견"
로맨스 + 재즈 음악,"재즈 음악의 감성, 멜로디 속의 사랑"
로맨스 + 편의점,"편의점의 일상, 작은 사랑의 순간"
일상 + 우주,"우주의 일상, 무한의 탐구"
일상 + 범죄,"범죄의 그림자, 일상의 긴장감"
일상 + 에피소드,"에피소드의 모험, 연결된 이야기"
일상 + 앙상블 캐스트,앙상블 캐스트의 소소한 이야기
일상 + 주로 성인 캐스트,주로 성인 캐스트의 복잡한 관계
일상 + 비극,"비극의 깊이, 일상의 고통"
일상 + 여행,"여행의 일상, 새로운 만남"
일상 + 누아르,"누아르의 음모, 어둠 속의 진실"
일상 + 총,"총의 소음, 일상의 위험"
일상 + 남성 주인공,"남성 주인공의 고뇌, 현실의 부담"
일상 + 철학,"철학의 탐구, 일상의 의미"
일상 + 비혈연 가족,"비혈연 가족의 유대, 소중한 관계"
일상 + 테러,"테러의 위협, 일상 속의 긴장감"
일상 + 톰보이,"톰보이의 정체성, 경계를 허물다"
일상 + 무술,"무술의 힘, 일상 속의 전투"
일상 + 기억 상실,"기억 상실의 혼란, 과거를 찾아서"
일상 + 안티히어로,"안티히어로의 일상, 정의의 경계"
일상 + 도박,"도박의 위험, 일상의 긴장감"
일상 + 야쿠자,"야쿠자의 세계, 범죄의 일상"
일상 + 이성애자,"이성애자의 고백, 사랑의 진실"
일상 + 약물,"약물의 그림자, 일상의 위험"
일상 + 경찰,"경찰의 수사, 범죄와 정의"
일상 + 여성 주인공,"여성 주인공의 힘, 강한 존재"
일상 + 사교도,"사교도의 비밀, 믿음의 경계"
일상 + 갈색 피부,"갈색 피부의 주인공, 정체성의 탐구"
일상 + 누드,"누드의 상징, 신체의 자유"
일상 + 도망자,"도망자의 삶, 숨막히는 추격전"
일상 + 사막,"사막의 고독, 생존의 일상"
일상 + 포스트 아포칼립스,"포스트 아포칼립스의 생존, 절망 속의 희망"
일상 + 소년,"소년의 고백, 순수한 감정"
일상 + 쌍둥이,"쌍둥이의 비밀, 서로의 그림자"
일상 + 외계인,"외계인의 존재, 다른 세계의 만남"
일상 + 몸개그,"몸개그의 유머, 웃음의 순간"
일상 + 종교,"종교의 신비, 믿음과 일상"
일상 + 신체 변형,"신체 변형의 고통, 정체성의 혼란"
일상 + 마법,"마법의 일상, 현실과 환상의 경계"
일상 + 도시 판타지,"도시 판타지의 로맨스, 현실 속의 마법"
일상 + 음모,"음모의 그늘, 숨겨진 의도"
일상 + 마녀,"마녀의 비밀, 마법과 사랑"
일상 + 쿨데레,"쿨데레의 감정, 사랑의 복잡함"
일상 + 바,"바의 매력, 이야기의 교류"
일상 + 검술,"검술의 기술, 일상의 격렬함"
일상 + 학교,"학교의 고백, 청춘의 갈등"
일상 + 주로 남성 캐스트,주로 남성 캐스트의 복잡한 관계
일상 + 학교 클럽,"학교 클럽의 비밀, 우정의 그림자"
일상 + 성장,"성장의 여정, 사랑의 발견"
일상 + 괴롭힘,"괴롭힘의 어둠, 일상의 고통"
일상 + 불량배,"불량배의 그림자, 일상의 긴장감"
일상 + 여성,"여성의 힘, 사랑과 성장"
일상 + 대학교,"대학교의 고백, 청춘의 갈등"
일상 + 삼각관계,"삼각관계의 복잡함, 사랑의 선택"
일상 + 짝사랑,"짝사랑의 비밀, 감정의 혼란"
일상 + 그림,"그림 속의 이야기, 예술의 힘"
일상 + 귀여운 아이,"귀여운 아이의 순수함, 첫사랑의 기억"
일상 + 축구,"축구의 열정, 팀워크의 중요성"
일상 + 자동차,"자동차의 매력, 속도의 대결"
일상 + 시골,"시골의 고요함, 자연 속의 이야기"
일상 + 청년,"청년의 고백, 미래의 선택"
일상 + 3D,"3D의 세계, 입체적 일상"
일상 + 탐정,"탐정의 일상, 사건을 해결하다"
일상 + 복수,"복수의 칼날, 고통의 재발견"
일상 + 기억 조작,"기억 조작의 미스터리, 과거를 찾아서"
일상 + 입양,"입양의 여정, 가족의 재구성"
일상 + 외국,"외국의 문화, 새로운 만남"
일상 + 의학,"의학의 진실, 생명의 경계"
일상 + 정치,"정치의 음모, 권력과의 갈등"
일상 + 다중인격,"다중인격의 고뇌, 정체성의 혼란"
일상 + 역사,"역사의 비밀, 잊혀진 진실"
일상 + 고아,"고아의 이야기, 가족을 찾다"
일상 + 시간 도약,"시간 도약의 로맨스, 과거와 미래의 만남"
일상 + 자살,"자살의 어둠, 생명의 의미를 찾아서"
일상 + 도시,"도시의 삶, 현대의 고뇌"
일상 + 여장남장,"여장남장의 매력, 정체성의 탐구"
일상 + 고어물,"고어물의 비극, 잔혹함 속의 사랑"
일상 + 닌자,"닌자의 고백, 그림자 속의 사랑"
일상 + 초능력,"초능력의 대결, 힘과 감정의 충돌"
일상 + 어린이 주인공,"어린이 주인공의 순수한 사랑, 첫사랑의 기억"
일상 + 형태 변환,"형태 변환의 비밀, 일상의 변형"
일상 + 괴수,"괴수의 일상, 두려움과 공존"
일상 + 악마,"악마의 유혹, 일상의 그늘"
일상 + 서먹한 가족,"서먹한 가족의 관계, 사랑의 재구성"
일상 + 젠더 벤딩,"젠더 벤딩의 혼란, 새로운 정체성의 발견"
일상 + 여장남자,"여장남자의 이야기, 감정의 복잡함"
일상 + 암살자,"암살자의 일상, 위험 속의 사랑"
일상 + 배,"배의 여행, 항해 중의 이야기"
일상 + 무로맨틱,"무로맨틱의 이해, 사랑의 다양성"
일상 + 노예제도,"노예제도의 비극, 인권의 갈망"
일상 + 전쟁,"전쟁의 상처, 일상의 고통"
일상 + 디스토피아,"디스토피아의 현실, 절망 속의 희망"
일상 + 신,"신의 존재, 믿음과 일상"
일상 + 감옥,"감옥의 고백, 자유의 갈망"
일상 + 잃어버린 문명,"잃어버린 문명의 비밀, 역사 속의 이야기"
일상 + 음식,"음식의 매력, 사랑의 조리법"
일상 + 사무라이,"사무라이의 명예, 전통과 사랑"
일상 + 몬스터 소년,"몬스터 소년의 고백, 두려움과 사랑"
일상 + 의인화,"의인화된 존재의 이야기, 인간의 경계"
일상 + 변신,"변신의 비밀, 일상의 변화"
일상 + 인공지능,"인공지능의 감정, 기계와의 일상"
일상 + 로봇,"로봇의 삶, 기술과 감정의 조화"
일상 + 동물,"동물의 사랑, 비인간의 시각"
일상 + 해골,"해골의 저주, 일상의 비극"
일상 + 용,"용의 전설, 신화 속의 사랑"
일상 + 결혼,"결혼의 음모, 사랑의 진실"
일상 + 첩보,"첩보의 그림자, 일상의 위험"
일상 + 몬스터 소녀,"몬스터 소녀의 매혹, 사랑의 복잡함"
일상 + 요정,"요정의 비밀, 마법과 일상"
일상 + 무성애,"무성애의 탐구, 사랑의 다양성"
일상 + 클론,"클론의 존재, 정체성의 탐구"
일상 + 인어,"인어의 비밀, 바다 속의 일상"
일상 + 시간 조작,"시간 조작의 미스터리, 과거와 미래"
일상 + 천사,"천사의 사랑, 구원과 일상"
일상 + 뮤지컬,"뮤지컬의 매력, 일상 속의 노래"
일상 + LGBTQ+ 테마,"LGBTQ+ 테마의 다양성, 사랑의 경계"
일상 + 몸 바꾸기,"몸 바꾸기의 혼란, 정체성의 변화"
일상 + 좀비,"좀비의 일상, 생존과 갈등"
일상 + 연기,"연기의 진실, 감정의 연기"
일상 + 트랜스젠더,"트랜스젠더의 여정, 정체성의 발견"
일상 + 테니스,"테니스의 열정, 스포츠와 사랑"
일상 + 패러디,"패러디의 유머, 일상의 변형"
일상 + 츤데레,"츤데레의 복잡함, 사랑의 고백"
일상 + 주로 청소년 캐스트,"주로 청소년 캐스트의 관계, 청춘의 갈등"
일상 + 집사,"집사의 충성, 일상의 비밀"
일상 + 서바이벌,"서바이벌의 긴장감, 위험 속의 감정"
일상 + 군대,"군대의 고뇌, 훈련과 사랑"
일상 + 갱단,"갱단의 비밀, 범죄와 사랑의 경계"
일상 + 마피아,"마피아의 음모, 범죄 속의 사랑"
일상 + 전파계,"전파계의 비밀, 소통의 힘"
일상 + 장애,"장애의 경험, 다양한 시각의 탐구"
일상 + 환생,"환생의 여정, 사랑의 순환"
일상 + 뱀파이어,"뱀파이어의 저주, 영원의 고뇌"
일상 + 메타적,"메타적 이야기, 일상의 현실"
일상 + 초현실 코미디,"초현실 코미디의 유머, 일상의 웃음"
일상 + 이세계,"이세계의 모험, 환상의 일상"
일상 + 교육,"교육의 힘, 사랑의 교훈"
일상 + 정신 성욕,"정신 성욕의 탐구, 욕망의 복잡함"
일상 + 슈퍼 로봇,"슈퍼 로봇의 대결, 기술과 사랑의 조화"
일상 + 신화,"신화의 재구성, 전통과 현대의 만남"
일상 + 양성애,"양성애의 탐구, 사랑의 다양성"
일상 + 특촬,"특촬의 매력, 현실과 환상의 만남"
일상 + BL,"BL의 미스터리, 사랑의 복잡함"
일상 + 방대한 공포,"방대한 공포의 그림자, 일상의 두려움"
일상 + 활쏘기,"활쏘기의 기술, 집중과 사랑"
일상 + 재활,"재활의 여정, 회복의 힘"
일상 + 가상 세계,"가상 세계의 탐험, 현실의 경계"
일상 + 비디오 게임,"비디오 게임의 사랑, 플레이 속의 감정"
일상 + 던전,"던전 탐험의 모험, 일상의 긴장감"
일상 + 주로 여성 캐스트,"주로 여성 캐스트의 힘, 강한 존재"
일상 + 여성 하렘,"여성 하렘의 복잡함, 사랑의 경계"
일상 + 리얼 로봇,"리얼 로봇의 감정, 기계와의 일상"
일상 + 밴드,"밴드의 매력, 음악과 사랑의 힘"
일상 + 록 음악,"록 음악의 에너지, 사랑의 표현"
일상 + 야구,"야구의 열정, 팀워크의 중요성"
일상 + 갸루,"갸루의 매력, 문화의 교류"
일상 + 수영,"수영의 자유, 물속의 로맨스"
일상 + 나이 차이,"나이 차이의 미스터리, 사랑의 다양성"
일상 + 소녀,"소녀의 순수함, 첫사랑의 기억"
일상 + 고양이 귀,"고양이 귀의 매력, 변별의 비밀"
일상 + 아가씨,"아가씨의 고백, 사회적 압박의 진실"
일상 + 히키코모리,"히키코모리의 고독, 사랑의 발견"
일상 + 가족 생활,"가족 생활의 힘, 함께하는 사랑"
일상 + 귀여운 여자아이들,"귀여운 여자아이들의 모험, 순수한 사랑"
일상 + 교사,"교사의 사랑, 교육과 감정의 조화"
일상 + 힐링물,"힐링물의 따스함, 사랑의 치유"
일상 + 직장,"직장의 음모, 일과 사랑의 조화"
일상 + 평행 세계,"평행 세계의 로맨스, 다른 현실의 만남"
일상 + 계급 투쟁,"계급 투쟁의 진실, 사회의 갈등"
일상 + 동물 귀,"동물 귀의 매력, 변별의 진실"
일상 + 백합,"백합의 사랑, 여성 간의 복잡한 관계"
일상 + 환경,"환경의 소중함, 일상의 경고"
일상 + 네토라레,"네토라레의 고통, 사랑의 갈등"
일상 + 크로스오버,"크로스오버의 만남, 다른 세계의 연결"
일상 + 농업,"농업의 힘, 자연과의 일상"
일상 + 무녀,"무녀의 의식, 신과의 연결"
일상 + 오토바이,"오토바이의 스릴, 속도의 자유"
일상 + 동화,"동화의 매력, 이야기 속의 사랑"
일상 + 남성 하렘,"남성 하렘의 복잡함, 사랑의 경계"
일상 + 메이드,"메이드의 비밀, 충성의 대가"
일상 + 춤,"춤의 미스터리, 몸짓으로 전하는 감정"
일상 + 노숙자,"노숙자의 일상, 사회의 그늘"
일상 + 순서가 변함,"순서가 변함, 예측할 수 없는 전개"
일상 + 공룡,"공룡의 시대, 잃어버린 사랑"
일상 + 부모 역할,"부모 역할의 고뇌, 사랑과 희생"
일상 + 왕실 업무,"왕실 업무의 음모, 권력과 사랑"
일상 + 배드민턴,"배드민턴의 빠른 대결, 기술의 승부"
일상 + 연금술,"연금술의 신비, 변화의 과학"
일상 + 아이돌,"아이돌의 이면, 스타와의 사랑"
일상 + 요괴,"요괴의 비밀, 전통과 현대의 충돌"
일상 + 두라한,"두라한의 저주, 삶과 죽음의 경계"
일상 + 마작,"마작의 전략, 두뇌의 대결"
일상 + 고전 문학,"고전 문학의 재구성, 시대를 초월한 이야기"
일상 + 유령,"유령의 고백, 과거의 잔재"
일상 + 보드 게임,"보드 게임의 전략, 사랑의 심리"
일상 + 운동,"운동의 중요성, 건강한 삶"
일상 + 사진,"사진 속의 순간, 사랑의 기록"
일상 + 설경,"설경의 정적, 겨울의 로맨스"
일상 + 피겨 스케이팅,"피겨 스케이팅의 아름다움, 동작 속의 감정"
일상 + 언어 장벽,"언어 장벽의 극복, 소통의 힘"
일상 + 왕국 경영,"왕국 경영의 일상, 권력과 책임"
일상 + 기숙 학교,"기숙 학교의 비밀, 젊은 영혼의 갈등"
일상 + 소프트웨어 개발,"소프트웨어 개발의 진실, 기술과 감정"
일상 + 회춘,"회춘의 비밀, 시간을 거스르는 일상"
일상 + 경제,"경제의 흐름, 일상 속의 변화"
일상 + 엘프,"엘프의 매력, 전통과 현대의 만남"
일상 + 글쓰기,"글쓰기의 고뇌, 창작의 여정"
일상 + 오타쿠 문화,"오타쿠 문화의 매력, 취미와 사랑"
일상 + 해안가,"해안가의 신비, 바다의 이야기"
일상 + 패션,"패션의 매력, 스타일과 자아 표현"
일상 + 무성,"무성의 존재, 정체성의 혼란"
일상 + 골프,"골프의 품격, 정교한 샷의 비밀"
일상 + 카루타,"카루타의 전통, 문화의 힘"
일상 + 서핑,"서핑의 자유, 파도를 타다"
일상 + 코스프레,"코스프레의 매력, 변별의 비밀"
일상 + 서바이벌 게임 (에어소프트),"서바이벌 게임의 긴장감, 극한의 선택"
일상 + 풍자,"풍자의 유머, 사회를 비추다"
일상 + 피트니스,"피트니스의 힘, 신체와 정신의 조화"
일상 + 켄타우로스,"켄타우로스의 전설, 반인반수의 이야기"
일상 + 식인,"식인의 어둠, 본능의 갈등"
일상 + 모페드,"모페드의 스릴, 도시를 가로지르다"
일상 + 레슬링,"레슬링의 격렬함, 힘과 사랑의 대결"
일상 + 슈퍼히어로,"슈퍼히어로의 고뇌, 힘의 책임"
일상 + 아동,"아동의 순수함, 첫사랑의 기억"
일상 + 광고,"광고의 힘, 메시지의 전달"
일상 + 카드 배틀,"카드 배틀의 전략, 게임 속의 감정"
일상 + 고블린,"고블린의 저주, 작은 존재의 비극"
일상 + 메이크업,"메이크업의 예술, 변별의 매력"
일상 + 중2병,"중2병의 복잡함, 청춘의 고뇌"
일상 + 고전 음악,"고전 음악의 아름다움, 감정의 표현"
일상 + 데스게임,"데스게임의 일상, 생존의 긴장감"
일상 + 낚시,"낚시의 여유, 자연과의 교감"
일상 + 천문학,"천문학의 신비, 우주를 탐구하다"
일상 + 야외,"야외 탐험의 모험, 자연 속의 이야기"
일상 + 동물 주연,"동물 주연의 이야기, 비인간의 시각"
일상 + 악녀,"악녀의 매력, 위험한 사랑"
일상 + 자전거,"자전거의 자유, 바람을 가르다"
일상 + 오피스 레이디,"오피스 레이디의 비밀, 직장의 음모"
일상 + 서예,"서예의 예술, 전통의 아름다움"
일상 + 식당,"식당의 이야기, 맛과 사랑의 조화"
일상 + 혼성 하렘,"혼성 하렘의 복잡함, 사랑의 경계"
