anime_title,description,anilist_id,tag_names
夏目友人帳 伍,The fifth season of <i>Natsume Yuujinchou</i>.,21710,"Adoption, Episodic, Estranged Family, Iyashikei, Male Protagonist, Primarily Teen Cast, Rural, School, Shapeshifting, Shoujo, Urban Fantasy, Youkai"
91Days,"The ""classic mafia drama"" takes place during the prohibition era. In the Lawless district the law has no power, the mafia rule the streets, and the illegally made liquor flows freely. At one time Avilio lived in this district, but after a mafia dispute ended in the murder of his family, he went into hiding. Later, Avilio receives a letter from a mysterious person that ignites his passion for revenge and leads him to return to Lawless. There, he infiltrates the Vanetti family and gets close to Nero.n<br><br>n(Source: Anime News Network)",21711,"Anti-Hero, Assassins, Cannibalism, CGI, Crime, Criminal Organization, Espionage, Foreign, Gangs, Guns, Historical, Mafia, Male Protagonist, Noir, Orphan, Politics, Primarily Adult Cast, Primarily Male Cast, Revenge, Seinen, Tanned Skin, Time Skip, Tragedy"
ISLAND,"Urashima, an island far from the mainland. The people who live there lead carefree lives. But five years ago, the island's three great families suffered a series of misfortunes, and succumbed to suspicion. The people of the island cut off all contact with the mainland, and began a slow decline. The key to saving the island lies in three girls who belong to the three families. But they are bound by old traditions, and are conflicted. On that island, a lone man washes ashore. The man claims to be from the future, and he begins a solitary struggle to change the island's fate.n<br><br>n(Source: Anime News Network)",21712,"Amnesia, Coastal, Female Harem, Heterosexual, Love Triangle, Male Protagonist, Shrine Maiden, Time Manipulation, Time Skip, Tragedy, Tsundere"
チア男子!!,"Haruki Bandou was born into a family of Judo marital artists and expected to continue the family legacy. But he’s about to trade Judo for... cheerleading?! When his childhood friend Kazuma Hashimoto invites him to join the BREAKERS, a male cheerleading club, Haru finds himself amongst a quirky group of boys. Can this squad of slightly odd and cute members make a breakthrough in college athletics?<br><br>nn(Source: Funimation)",21713,"Boys' Love, Cheerleading, College, Cute Boys Doing Cute Things, Male Protagonist, Primarily Male Cast, School Club"
フリップフラッパーズ,"As a middle school student, Cocona has been trying to decide what to do with her life. Magical Girl, however, wasn’t a career path that she’d ever considered. When suddenly a strange girl named Papika thrusts her into a secret organization called Flip Flap, Cocona’s outlook does a radical flip-flop. Her views start to change when she is dragged into an alternate dimension called Pure Illusion where she’s charged with gathering crystal shards and fighting strange creatures. Now, between running missions and facing off against a rival organization, Cocona doesn’t have much time to consider alternate career choices. What are these shards, and why is gathering them so important? There’s a mystery to be solved and multiple worlds to be saved in FLIP FLAPPERS! n<br><br>n(Source: Sentai Filmworks)",21714,"Age Regression, Coming of Age, Cult, Dissociative Identities, Episodic, Female Protagonist, Henshin, Heterosexual, Isekai, LGBTQ+ Themes, Love Triangle, Magic, Memory Manipulation, Meta, Primarily Female Cast, School, Super Power, Super Robot, Surfing, Surreal Comedy, Time Manipulation, Tragedy, Tsundere, Twins, Yandere, Yuri"
灼熱の卓球娘,"Ever since their champion was defeated, the world of girls' junior high ping pong has been in turmoil. Koyori is the new smirking transfer student at her junior high and she's ready to shake up girls' ping pong.n<br><br>n(Source: Anime News Network)",21715,"Chuunibyou, Cute Girls Doing Cute Things, Female Protagonist, Kuudere, Primarily Female Cast, School, School Club, Shounen, Table Tennis, Tomboy, Tsundere, Yuri"
Fate/EXTRA Last Encore,"Waking up in a strange virtual world with no recollection of the past, Hakuno finds himself forced to fight for survival in a war he does not understand for a prize beyond value; the opportunity to have one's wish granted. With only an enigmatic ""Servant"" by his side, Hakuno Kishinami will have to face both friends and foes in battles to the death in order to not only gain possession of a mysterious object known as the ""Holy Grail,"" but also to find the answer to the most important question of all: ""Who am I?""<br><br>nnn<i>Notes: n<br>n- Includes episodes 11-13, Illustrias Geocentric Theory. n<br>n- The last episode aired with a runtime of 48 minutes as opposed to the standard 24.n</i>",21717,"Alternate Universe, Amnesia, Artificial Intelligence, Body Horror, Dystopian, Gore, Henshin, Magic, Male Protagonist, Nudity, Post-Apocalyptic, Survival, Swordplay, Virtual World"
ハンドシェイカー,"In Osaka in the year ""AD20XX,"" Hand Shakers are partners who can summon ""Nimrodes,"" weapons born from their deep psyche by joining hands. In order to grant the pair's wish, the Hand Shakers compete with and fight other Hand Shaker pairs. The top pair will then meet and challenge ""God.""<br><br>nn(Source: Anime News Network)",21731,"Age Gap, Alternate Universe, Battle Royale, Bullying, Card Battle, CGI, Cosmic Horror, Full CGI, Heterosexual, Idol, Incest, Kuudere, Mopeds, Philosophy, Slavery, Super Power, Surreal Comedy, Twins, Urban, Urban Fantasy"
昭和元禄落語心中～助六再び篇～,"Unable to forget a performance of ""Shinigami"" performed by the rakugo master Yakumo in the prison where he was being held, Yotaro's first act upon his release was go right to the theater, where he begged, pleaded, and was finally accepted as Yakumo's live-in apprentice. After years of refining his art, Yotaro was promoted to the rank of Shinuchi and inherited the title of 3rd Generation Sukeroku. For the sake of his master Yakumo, Konatsu, and to change the image of Sukeroku inside them both, what kind of rakugo will Yotaro discover?<br><br>n nThis celebrated human drama, based on a story by Haruko Kumota, offers an honest and sympathetic look into the lives and livelihoods of rakugo storytellers in the Showa era.<br><br>nn(Source: Crunchyroll)",21733,"Acting, Afterlife, Elderly Protagonist, Gods, Historical, Inseki, Josei, Male Protagonist, Primarily Adult Cast, Rakugo, Suicide, Time Skip, Yakuza"
ひなろじ～from Luck & Logic～,"On a spring day when the cherry blossoms have started to fall, the naïve princess of a small country, Lion begins her days at a school in Hokkaido. The school houses a special facility run by ALCA that trains Logicalists who protect the peace of the world. Lion has a lot of unique classmates in Class 1-S, including Nina, a Logicalist. This is the story of the energetic and adorable days the Logicalists-in-training spend together.<i> It’s time to Trance!</i>n<br><br>n(Source: Crunchyroll)",21738,"Animals, Card Battle, College, Cute Girls Doing Cute Things, Female Protagonist, Henshin, Kuudere, Magic, Ojou-sama, Primarily Female Cast, Yuri"
ブブキ・ブランキ 星の巨人,Second season of Bubuki Buranki.,21740,"Aliens, Full CGI, Primarily Teen Cast, Super Robot"
刀剣乱舞-花丸-,"In the year 2205, the past becomes threatened by the historical revisionists who seek to change it. Protecting history becomes the task of a boisterous band of swords that are brought to life, including the glamorous Kashu Kiyomitsu and the kindly Yamatonokami Yasusada. Beyond their battles, these legendary swords from different eras lead charming daily lives.<br><br>nn(Source: Crunchyroll)",21741,"Cute Boys Doing Cute Things, Ensemble Cast, Episodic, Historical, Primarily Male Cast, Samurai, Swordplay, Time Manipulation, Urban Fantasy"
活撃　刀剣乱舞,"The year is 1863, the tumultuous samurai era is coming to an end. Japan is split between the pro-shogunate and anti-shogunate factions. The fate of the world is threatened as an army of historical revisionists are sent from the future to alter the course of history. In order to bring these forces down and protect the real history, two sword warriors, spirits who are swords brought to life by Saniwa (sage), rush to Edo with a lively gang of warriors to confront the invaders.",21742,"CGI, Ensemble Cast, Historical, Primarily Male Cast, Samurai, Swordplay, Time Manipulation"
霊剣山 叡智への資格,The second season of Reikenzan: Hoshikuzu-tachi no Utage.,21744,"Cultivation, Magic, Martial Arts"
終物語（下）,"Third and “Final Season” of the Monogatari Series, part 4/5. Contains the arcs Mayoi Hell, Hitagi Rendezvous, and Ougi Dark from the Owarimonogatari light novels.n<br><br>nKoyomi wakes up to see Mayoi Hachikuji before him, the girl who supposedly had gone to the afterlife. She tells Koyomi that they are currently in Avichi, the lowest levels of hell. Koyomi is dubious of how Mayoi knew about the exact timing of his death and which hell he would drop into, when Mayoi tells him that she was there to pick him up by the request of a certain individual.n<br><br>n(Source: Aniplex)",21745,"Achromatic, Achronological Order, Afterlife, Astronomy, Coming of Age, Dissociative Identities, Ghost, Heterosexual, Male Protagonist, Philosophy, Primarily Female Cast, Primarily Teen Cast, School, Tsundere, Urban Fantasy, Vampire"
